true	pred	chrom	distance	enhancer_name	promoter_name
1	0.9018065671754437	chr5	105873.5	K562|chr5:148824934-148825239	K562|chr5:148930959-148930960
1	3.840479967799311e-05	chr6	533319.0	K562|chr6:107306775-107307195	K562|chr6:106773665-106773666
1	0.35457533388287427	chr6	1646203.0	K562|chr6:27871485-27871687	K562|chr6:26225382-26225383
1	0.8039494895102416	chr6	1654421.0	K562|chr6:27871485-27871687	K562|chr6:26217164-26217165
1	0.8668934259874529	chr6	1654714.0	K562|chr6:27871485-27871687	K562|chr6:26216871-26216872
1	0.7510331232223406	chr6	1666728.0	K562|chr6:27871485-27871687	K562|chr6:26204857-26204858
1	0.6880409646499033	chr6	1669202.0	K562|chr6:27871485-27871687	K562|chr6:26202383-26202384
1	0.8110412052998812	chr6	1671838.0	K562|chr6:27871485-27871687	K562|chr6:26199747-26199748
1	0.8800135314823132	chr6	1672065.0	K562|chr6:27871485-27871687	K562|chr6:26199520-26199521
1	0.8800135314823132	chr6	1672115.0	K562|chr6:27871485-27871687	K562|chr6:26199470-26199471
1	0.1789469789960604	chr11	256073.0	K562|chr11:66468921-66469679	K562|chr11:66725372-66725373
1	0.17634866512197123	chr11	256547.0	K562|chr11:66468921-66469679	K562|chr11:66725846-66725847
1	0.02207595917030188	chr11	148694.0	K562|chr11:61568978-61569318	K562|chr11:61717841-61717842
1	0.8894025181095498	chr5	105920.5	K562|chr5:148824934-148825239	K562|chr5:148931006-148931007
1	0.9155886719372992	chr5	105644.5	K562|chr5:148824934-148825239	K562|chr5:148930730-148930731
1	0.9155886719372992	chr5	105440.5	K562|chr5:148824934-148825239	K562|chr5:148930526-148930527
1	0.20700540242125384	chr6	1645130.5	K562|chr6:27870307-27870720	K562|chr6:26225382-26225383
1	0.9776717161471775	chr6	1653348.5	K562|chr6:27870307-27870720	K562|chr6:26217164-26217165
1	0.983818088583289	chr6	1653641.5	K562|chr6:27870307-27870720	K562|chr6:26216871-26216872
1	0.9853365752366782	chr6	1665655.5	K562|chr6:27870307-27870720	K562|chr6:26204857-26204858
1	0.8857136289244794	chr6	1668129.5	K562|chr6:27870307-27870720	K562|chr6:26202383-26202384
1	0.9718621329346916	chr6	1670765.5	K562|chr6:27870307-27870720	K562|chr6:26199747-26199748
