true	pred	chrom	distance	enhancer_name	promoter_name
1	0.9391300832478198	chr16	75423.0	K562|chr16:154577-155481	K562|chr16:230451-230452
1	0.9175877345342236	chr16	929051.0	K562|chr16:31888595-31889211	K562|chr16:30959851-30959852
1	0.8462418089929641	chr16	928516.0	K562|chr16:31888595-31889211	K562|chr16:30960386-30960387
1	0.9972680424858964	chr16	920288.0	K562|chr16:31888595-31889211	K562|chr16:30968614-30968615
1	0.9955764902836184	chr16	919826.0	K562|chr16:31888595-31889211	K562|chr16:30969076-30969077
1	0.8700188834951412	chr12	495557.5	K562|chr12:109034664-109035409	K562|chr12:109530593-109530594
1	0.8485591862704094	chr12	496227.5	K562|chr12:109034664-109035409	K562|chr12:109531263-109531264
1	0.8485591862704094	chr12	496237.5	K562|chr12:109034664-109035409	K562|chr12:109531273-109531274
1	0.8485591862704094	chr12	496240.5	K562|chr12:109034664-109035409	K562|chr12:109531276-109531277
1	0.8522232666672368	chr12	500342.5	K562|chr12:109034664-109035409	K562|chr12:109535378-109535379
1	0.7414692930111805	chr12	500886.5	K562|chr12:109034664-109035409	K562|chr12:109535922-109535923
1	0.7088374734892446	chr12	500919.5	K562|chr12:109034664-109035409	K562|chr12:109535955-109535956
1	0.6640322175248293	chr12	577246.0	K562|chr12:108958445-108958909	K562|chr12:109535922-109535923
1	0.8408578000167383	chr12	571917.0	K562|chr12:108958445-108958909	K562|chr12:109530593-109530594
1	0.7792723783661872	chr12	572587.0	K562|chr12:108958445-108958909	K562|chr12:109531263-109531264
1	0.7792723783661872	chr12	572597.0	K562|chr12:108958445-108958909	K562|chr12:109531273-109531274
1	0.7792723783661872	chr12	572600.0	K562|chr12:108958445-108958909	K562|chr12:109531276-109531277
1	0.8351978302942824	chr12	576702.0	K562|chr12:108958445-108958909	K562|chr12:109535378-109535379
1	0.593524784072397	chr12	577279.0	K562|chr12:108958445-108958909	K562|chr12:109535955-109535956
1	0.9962824030842199	chr16	13947.5	K562|chr16:75047085-75047296	K562|chr16:75033242-75033243
1	0.9958463080187963	chr16	13050.5	K562|chr16:75047085-75047296	K562|chr16:75034139-75034140
1	0.998635930770121	chr16	13553.0	K562|chr16:75046603-75046989	K562|chr16:75033242-75033243
1	0.9963183183746056	chr16	12656.0	K562|chr16:75046603-75046989	K562|chr16:75034139-75034140
1	0.2283229321827567	chr12	494486.5	K562|chr12:109036047-109036168	K562|chr12:109530593-109530594
1	0.1498718792331506	chr12	495156.5	K562|chr12:109036047-109036168	K562|chr12:109531263-109531264
1	0.1498718792331506	chr12	495166.5	K562|chr12:109036047-109036168	K562|chr12:109531273-109531274
1	0.1498718792331506	chr12	495169.5	K562|chr12:109036047-109036168	K562|chr12:109531276-109531277
1	0.26600289020094336	chr12	500127.5	K562|chr12:109035686-109035971	K562|chr12:109535955-109535956
1	0.9992720267090702	chr16	14864.5	K562|chr16:75047876-75048339	K562|chr16:75033242-75033243
1	0.9996517017279535	chr16	13967.5	K562|chr16:75047876-75048339	K562|chr16:75034139-75034140
1	0.3146453047918035	chr12	500094.5	K562|chr12:109035686-109035971	K562|chr12:109535922-109535923
1	0.5980443039847898	chr12	494765.5	K562|chr12:109035686-109035971	K562|chr12:109530593-109530594
1	0.4494945684974915	chr12	495435.5	K562|chr12:109035686-109035971	K562|chr12:109531263-109531264
1	0.4494945684974915	chr12	495445.5	K562|chr12:109035686-109035971	K562|chr12:109531273-109531274
1	0.4494945684974915	chr12	495448.5	K562|chr12:109035686-109035971	K562|chr12:109531276-109531277
1	0.6172962347900706	chr12	499550.5	K562|chr12:109035686-109035971	K562|chr12:109535378-109535379
1	0.19825162832340226	chr12	499815.5	K562|chr12:109036047-109036168	K562|chr12:109535922-109535923
1	0.9065347927044041	chr14	172406.0	K562|chr14:75766123-75766255	K562|chr14:75593782-75593783
1	0.9977710589766005	chr16	923371.5	K562|chr16:31891779-31892194	K562|chr16:30968614-30968615
1	0.8607537526163911	chr16	932134.5	K562|chr16:31891779-31892194	K562|chr16:30959851-30959852
1	0.8273050321227448	chr16	931599.5	K562|chr16:31891779-31892194	K562|chr16:30960386-30960387
1	0.994961193692965	chr16	922909.5	K562|chr16:31891779-31892194	K562|chr16:30969076-30969077
1	0.9535481535641176	chr14	171712.5	K562|chr14:75765403-75765588	K562|chr14:75593782-75593783
1	0.9805545812108989	chr14	172068.5	K562|chr14:75765674-75766029	K562|chr14:75593782-75593783
1	0.4374155184757885	chr12	499271.5	K562|chr12:109036047-109036168	K562|chr12:109535378-109535379
1	0.16243336084957954	chr12	499848.5	K562|chr12:109036047-109036168	K562|chr12:109535955-109535956
1	0.9894585799169425	chr16	235478.5	K562|chr16:31488695-31489602	K562|chr16:31724626-31724627
1	0.9894585799169425	chr16	235404.5	K562|chr16:31488695-31489602	K562|chr16:31724552-31724553
1	0.9707013616066853	chr16	229135.5	K562|chr16:31488695-31489602	K562|chr16:31718283-31718284
1	0.9896164953637556	chr16	222762.5	K562|chr16:31488695-31489602	K562|chr16:31711910-31711911
1	0.5871759602762447	chr14	56499.0	K562|chr14:24765963-24766395	K562|chr14:24709679-24709680
1	0.9988805398009707	chr14	54685.0	K562|chr14:24765963-24766395	K562|chr14:24711493-24711494
1	0.9988057756951536	chr14	54310.0	K562|chr14:24765963-24766395	K562|chr14:24711868-24711869
1	0.9988057756951536	chr14	54299.0	K562|chr14:24765963-24766395	K562|chr14:24711879-24711880
1	0.894172012280859	chr14	243652.5	K562|chr14:67882830-67882881	K562|chr14:68126507-68126508
1	0.894172012280859	chr14	243706.5	K562|chr14:67882830-67882881	K562|chr14:68126561-68126562
1	0.6568633718154653	chr14	258471.5	K562|chr14:67882830-67882881	K562|chr14:68141326-68141327
1	0.7619619963420875	chr14	258692.5	K562|chr14:67882830-67882881	K562|chr14:68141547-68141548
