true	pred	chrom	distance	enhancer_name	promoter_name
1	0.9403138760637897	chr1	130190.5	K562|chr1:1839957-1840882	K562|chr1:1710228-1710229
1	0.9777397672747409	chr1	130510.5	K562|chr1:1839957-1840882	K562|chr1:1709908-1709909
1	0.9777397672747409	chr1	130561.5	K562|chr1:1839957-1840882	K562|chr1:1709857-1709858
1	0.5222303115087376	chr10	418193.0	K562|chr10:75408286-75408562	K562|chr10:74990230-74990231
1	0.044527415981529164	chr1	484864.0	K562|chr1:45750705-45750817	K562|chr1:45265896-45265897
1	0.05428165084841489	chr1	484701.0	K562|chr1:45750705-45750817	K562|chr1:45266059-45266060
1	0.4709065412792507	chr1	417771.5	K562|chr1:150536573-150536870	K562|chr1:150954492-150954493
1	0.9883151421378724	chr1	242522.5	K562|chr1:150536573-150536870	K562|chr1:150779243-150779244
1	0.36137981036759204	chr1	481821.0	K562|chr1:45750705-45750817	K562|chr1:45268939-45268940
1	0.2943026860583893	chr1	481752.0	K562|chr1:45750705-45750817	K562|chr1:45269008-45269009
1	0.3424044215100748	chr21	140348.5	K562|chr21:45226353-45226612	K562|chr21:45366830-45366831
1	0.31323772497177776	chr1	136335.5	K562|chr1:2480187-2480504	K562|chr1:2344009-2344010
1	0.31323772497177776	chr1	136376.5	K562|chr1:2480187-2480504	K562|chr1:2343968-2343969
1	0.9743573692174008	chr1	47468.0	K562|chr1:27882287-27882981	K562|chr1:27930101-27930102
1	0.16963236672475104	chr21	122221.5	K562|chr21:45244407-45244812	K562|chr21:45366830-45366831
1	0.08615615375823343	chr1	484786.5	K562|chr1:45750819-45750874	K562|chr1:45266059-45266060
1	0.4558582722485159	chr1	481906.5	K562|chr1:45750819-45750874	K562|chr1:45268939-45268940
1	0.33962944579356424	chr1	481837.5	K562|chr1:45750819-45750874	K562|chr1:45269008-45269009
1	0.9910285500987019	chr1	66100.0	K562|chr1:1646621-1646825	K562|chr1:1580622-1580623
1	0.9898794488163485	chr1	36008.0	K562|chr1:150588027-150588121	K562|chr1:150552065-150552066
1	0.9891801445424354	chr1	36068.0	K562|chr1:150588027-150588121	K562|chr1:150552005-150552006
1	0.995953759950585	chr1	36821.0	K562|chr1:150588027-150588121	K562|chr1:150551252-150551253
1	0.9555676666551474	chr10	55630.0	K562|chr10:49715224-49715376	K562|chr10:49659669-49659670
